Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A749394,Cyrus,05/14/2017 01:56:00 PM,05/14/2017 01:56:00 PM,Samsung Blvd And Sprinkle Cutt Off Rd in Travis (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd Mix,Black/Brown,Cyrus,05/23/2017 12:03:00 PM,05/23/2017 12:03:00 PM,03/14/2017,Dog,Intact Male,2 months,German Shepherd Mix,Black/Brown,0.0
A769708,Rylee,04/09/2018 10:41:00 AM,04/09/2018 10:41:00 AM,2215 Town Lake Circle in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Jack Russell Terrier Mix,Tricolor,Rylee,04/19/2018 06:58:00 PM,04/19/2018 06:58:00 PM,02/18/2018,Dog,Spayed Female,1 month,Jack Russell Terrier Mix,Tricolor,0.0
A746949,Buddy,04/11/2017 03:26:00 PM,04/11/2017 03:26:00 PM,2901 Montopolis Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Dachshund Wirehair/Shih Tzu,Black/White,Buddy,04/16/2017 05:00:00 AM,04/16/2017 05:00:00 AM,04/11/2016,Dog,Neutered Male,1 year,Dachshund Wirehair/Shih Tzu,Black/White,0.0
A809361,,11/23/2019 11:45:00 AM,11/23/2019 11:45:00 AM,Austin (TX),Stray,Normal,Dog,Intact Female,4 days,Dachshund,Tan,,11/25/2019 09:59:00 AM,11/25/2019 09:59:00 AM,11/19/2019,Dog,Intact Female,6 days,Dachshund,Tan,0.0
A749410,Blue,06/22/2017 03:00:00 PM,06/22/2017 03:00:00 PM,5106 Village Square in Austin (TX),Stray,Normal,Dog,Intact Male,9 months,Pit Bull Mix,Blue/White,Blue,07/25/2017 12:00:00 AM,07/25/2017 12:00:00 AM,09/14/2016,Dog,Neutered Male,10 months,Pit Bull Mix,Blue/White,0.0
A564168,Maya,06/07/2018 11:04:00 AM,06/07/2018 11:04:00 AM,1408 Braes Ridge Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Brown Tabby,Maya,07/08/2018 12:40:00 PM,07/08/2018 12:40:00 PM,07/05/2008,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby,0.0
A667349,,11/16/2013 01:40:00 PM,11/16/2013 01:40:00 PM,7301 Buttonbush Dr in Austin (TX),Stray,Normal,Other,Unknown,4 weeks,Rabbit Sh Mix,Brown,,11/17/2013 11:49:00 AM,11/17/2013 11:49:00 AM,10/16/2013,Other,Unknown,4 weeks,Rabbit Sh Mix,Brown,0.0
A763710,,12/14/2017 03:30:00 PM,12/14/2017 03:30:00 PM,Park Palce Drive And Ih35 in Austin (TX),Stray,Normal,Cat,Intact Female,6 months,Domestic Shorthair Mix,Blue Cream,,12/18/2017 05:41:00 PM,12/18/2017 05:41:00 PM,06/14/2017,Cat,Intact Female,6 months,Domestic Shorthair Mix,Blue Cream,0.0
A705088,Jasper,06/13/2015 08:52:00 AM,06/13/2015 08:52:00 AM,12Th & Chicon in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Beagle Mix,Brown,Jasper,06/17/2015 05:50:00 PM,06/17/2015 05:50:00 PM,06/13/2012,Dog,Neutered Male,3 years,Beagle Mix,Brown,0.0
A796461,*Sherry,06/02/2019 08:01:00 AM,06/02/2019 08:01:00 AM,115 Sandra Muraida in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Medium Hair,Orange Tabby/White,*Sherry,12/20/2019 02:16:00 PM,12/20/2019 02:16:00 PM,05/02/2019,Cat,Spayed Female,7 months,Domestic Medium Hair,Orange Tabby/White,0.0
A766452,Zo,02/09/2018 02:07:00 PM,02/09/2018 02:07:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,Zo,02/12/2018 01:54:00 PM,02/12/2018 01:54:00 PM,02/09/2015,Cat,Neutered Male,3 years,Domestic Shorthair Mix,Orange Tabby,0.0
A701696,Hurricane,09/28/2015 06:34:00 PM,09/28/2015 06:34:00 PM,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,5 years,Jack Russell Terrier Mix,Brown/White,Hurricane,10/06/2015 01:06:00 PM,10/06/2015 01:06:00 PM,05/03/2010,Dog,Spayed Female,5 years,Jack Russell Terrier Mix,Brown/White,0.0
A708062,*Adeline,07/22/2015 11:14:00 AM,07/22/2015 11:14:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,*Adeline,08/07/2015 12:36:00 PM,08/07/2015 12:36:00 PM,07/22/2013,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A681232,Sadie,06/14/2014 07:29:00 AM,06/14/2014 07:29:00 AM,4434 Frontier Trl in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Queensland Heeler Mix,Blue Merle/Black,Sadie,06/20/2014 01:44:00 PM,06/20/2014 01:44:00 PM,06/14/2012,Dog,Spayed Female,2 years,Queensland Heeler Mix,Blue Merle/Black,0.0
A737805,,11/04/2016 04:34:00 PM,11/04/2016 04:34:00 PM,1156 Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Poodle,White,,11/08/2016 05:04:00 PM,11/08/2016 05:04:00 PM,11/04/2014,Dog,Neutered Male,2 years,Miniature Poodle,White,0.0
A751981,Sweet Pete,06/16/2017 11:56:00 AM,06/16/2017 11:56:00 AM,Howard And Dessau in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Longhair Mix,Blue Tabby,Sweet Pete,06/20/2017 05:29:00 PM,06/20/2017 05:29:00 PM,04/16/2017,Cat,Neutered Male,2 months,Domestic Longhair Mix,Blue Tabby,0.0
A705892,Finn,06/22/2015 12:56:00 PM,06/22/2015 12:56:00 PM,11503 Hereford Street in Manor (TX),Owner Surrender,Normal,Cat,Intact Male,2 months,Domestic Medium Hair,Brown Tabby/White,Finn,06/29/2015 06:40:00 PM,06/29/2015 06:40:00 PM,04/14/2015,Cat,Neutered Male,2 months,Domestic Medium Hair,Brown Tabby/White,0.0
A679294,Bosque,05/22/2014 02:30:00 PM,05/22/2014 02:30:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Queensland Heeler Mix,Blue Merle,Bosque,05/28/2014 11:52:00 AM,05/28/2014 11:52:00 AM,05/19/2012,Dog,Intact Male,2 years,Queensland Heeler Mix,Blue Merle,0.0
A769195,Smokey,04/01/2018 11:28:00 AM,04/01/2018 11:28:00 AM,Richardson And Felix in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Staffordshire Mix,White,Smokey,06/04/2018 11:44:00 AM,06/04/2018 11:44:00 AM,04/01/2016,Dog,Neutered Male,2 years,Staffordshire Mix,White,0.0
A713915,,10/15/2015 08:47:00 AM,10/15/2015 08:47:00 AM,9315 Northgate Blvd in Austin (TX),Stray,Normal,Other,Unknown,1 year,Snake,Brown,,10/17/2015 03:16:00 PM,10/17/2015 03:16:00 PM,10/15/2014,Other,Unknown,1 year,Snake,Brown,0.0
A706011,*Prudence,06/23/2015 03:02:00 PM,06/23/2015 03:02:00 PM,4701 Crest Oak in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Labrador Retriever Mix,Black,*Prudence,07/06/2015 05:04:00 PM,07/06/2015 05:04:00 PM,06/23/2010,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black,0.0
A686878,,08/28/2014 12:18:00 PM,08/28/2014 12:18:00 PM,7310 Manchaca Rd in Austin (TX),Stray,Normal,Cat,Intact Male,4 days,Domestic Shorthair Mix,Black,,08/28/2014 02:06:00 PM,08/28/2014 02:06:00 PM,08/24/2014,Cat,Intact Male,4 days,Domestic Shorthair Mix,Black,0.0
A728145,*Blackie,05/31/2016 01:25:00 PM,05/31/2016 01:25:00 PM,7601 E Ben White Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Blackie,08/26/2016 07:21:00 PM,08/26/2016 07:21:00 PM,04/10/2016,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black,0.0
A682749,*Franklin,07/02/2014 12:52:00 PM,07/02/2014 12:52:00 PM,14811 Chicadee Circle in Travis (TX),Public Assist,Other,Cat,Intact Male,5 weeks,Domestic Medium Hair Mix,Cream Tabby,*Franklin,08/06/2014 07:44:00 AM,08/06/2014 07:44:00 AM,05/28/2014,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Cream Tabby,0.0
A755739,Camille,10/15/2017 03:21:00 PM,10/15/2017 03:21:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Tortie,Camille,10/28/2017 01:59:00 PM,10/28/2017 01:59:00 PM,02/08/2017,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Tortie,0.0
A701223,,04/25/2015 04:27:00 PM,04/25/2015 04:27:00 PM,10708 Keystone Bend in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White,,04/25/2015 06:24:00 PM,04/25/2015 06:24:00 PM,04/03/2015,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black/White,0.0
A749787,,05/19/2017 02:31:00 PM,05/19/2017 02:31:00 PM,Davis And Manchaca in Austin (TX),Stray,Normal,Dog,Intact Female,3 weeks,Labrador Retriever Mix,Brown/White,,05/26/2017 09:54:00 AM,05/26/2017 09:54:00 AM,04/27/2017,Dog,Intact Female,4 weeks,Labrador Retriever Mix,Brown/White,0.0
A669868,,12/29/2013 01:34:00 AM,12/29/2013 01:34:00 AM,12435 Dessau Rd in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Black/Brown,,12/29/2013 11:42:00 AM,12/29/2013 11:42:00 AM,11/29/2013,Other,Unknown,4 weeks,Bat,Black/Brown,1.0
A710384,,08/22/2015 12:40:00 PM,08/22/2015 12:40:00 PM,10817 Ranch Rd 2222 in Austin (TX),Stray,Normal,Dog,Intact Female,7 months,Border Collie Mix,Black/Brown Brindle,,08/27/2015 02:26:00 PM,08/27/2015 02:26:00 PM,12/22/2014,Dog,Intact Female,8 months,Border Collie Mix,Black/Brown Brindle,0.0
A754751,,07/24/2017 11:27:00 AM,07/24/2017 11:27:00 AM,15103 Oklahoma Street in Austin (TX),Stray,Normal,Cat,Unknown,2 months,Domestic Shorthair Mix,Blue,,07/28/2017 01:02:00 PM,07/28/2017 01:02:00 PM,04/24/2017,Cat,Unknown,3 months,Domestic Shorthair Mix,Blue,0.0
A773546,,06/02/2018 05:48:00 PM,06/02/2018 05:48:00 PM,Howard Lane And Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Cairn Terrier Mix,Cream/White,,06/06/2018 06:40:00 PM,06/06/2018 06:40:00 PM,06/03/2017,Dog,Neutered Male,1 year,Cairn Terrier Mix,Cream/White,0.0
A770125,,04/15/2018 03:35:00 PM,04/15/2018 03:35:00 PM,Tuscany Way And Highway 290 in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby/White,,04/19/2018 05:27:00 PM,04/19/2018 05:27:00 PM,02/15/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White,0.0
A799677,Glory,07/10/2019 06:44:00 PM,07/10/2019 06:44:00 PM,1305 Alegria in Austin (TX),Public Assist,Normal,Dog,Intact Female,6 months,Welsh Terrier,Black,Glory,07/17/2019 01:43:00 PM,07/17/2019 01:43:00 PM,12/24/2018,Dog,Intact Female,6 months,Welsh Terrier,Black,0.0
A755731,Morty,08/07/2017 04:51:00 PM,08/07/2017 04:51:00 PM,7010 Tx-71 in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,Morty,08/17/2017 06:18:00 PM,08/17/2017 06:18:00 PM,05/08/2017,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
A736206,,10/06/2016 03:41:00 PM,10/06/2016 03:41:00 PM,3421 W William Cannon Dr in Austin (TX),Stray,Normal,Cat,Unknown,4 days,Domestic Shorthair Mix,Black/White,,10/06/2016 07:14:00 PM,10/06/2016 07:14:00 PM,10/02/2016,Cat,Unknown,4 days,Domestic Shorthair Mix,Black/White,0.0
A715106,Ms Kitty,10/31/2015 01:42:00 PM,10/31/2015 01:42:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue/White,Ms Kitty,11/11/2015 12:00:00 AM,11/11/2015 12:00:00 AM,10/31/2011,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Blue/White,0.0
A778118,Buddy,10/20/2018 08:36:00 AM,10/20/2018 08:36:00 AM,4434 Frontier in Austin (TX),Stray,Injured,Dog,Neutered Male,3 years,German Shepherd Mix,Black/Tan,Buddy,10/20/2018 04:55:00 PM,10/20/2018 04:55:00 PM,08/08/2015,Dog,Neutered Male,3 years,German Shepherd Mix,Black/Tan,0.0
A759646,Ivy,10/05/2017 11:33:00 AM,10/05/2017 11:33:00 AM,1709 E 71 in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Great Pyrenees Mix,White/Tan,Ivy,10/09/2017 06:45:00 PM,10/09/2017 06:45:00 PM,10/05/2014,Dog,Spayed Female,3 years,Great Pyrenees Mix,White/Tan,0.0
A668317,Scottie,12/02/2013 11:01:00 AM,12/02/2013 11:01:00 AM,304 Park Ln in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,Scottie,02/11/2014 01:48:00 PM,02/11/2014 01:48:00 PM,09/10/2013,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Black,0.0
A804301,,09/12/2019 05:31:00 PM,09/12/2019 05:31:00 PM,3047 West Applegate in Austin (TX),Stray,Normal,Cat,Unknown,4 weeks,Domestic Shorthair,Blue Tabby,,09/12/2019 06:54:00 PM,09/12/2019 06:54:00 PM,08/12/2019,Cat,Unknown,4 weeks,Domestic Shorthair,Blue Tabby,0.0
A729711,*Pickles,06/22/2016 04:21:00 PM,06/22/2016 04:21:00 PM,1705 Ben Crenshaw in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,*Pickles,06/30/2016 04:56:00 PM,06/30/2016 04:56:00 PM,04/30/2016,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,0.0
A678057,Luna,05/03/2014 11:50:00 AM,05/03/2014 11:50:00 AM,Austin (TX),Euthanasia Request,Aged,Dog,Spayed Female,15 years,Australian Shepherd Mix,Brown Merle/White,Luna,05/04/2014 12:28:00 PM,05/04/2014 12:28:00 PM,05/03/1999,Dog,Spayed Female,15 years,Australian Shepherd Mix,Brown Merle/White,1.0
A689133,*Farley,09/29/2014 06:01:00 PM,09/29/2014 06:01:00 PM,2011 Greenbrook Pkwy in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,*Farley,10/12/2014 05:59:00 PM,10/12/2014 05:59:00 PM,07/29/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A683557,,07/11/2014 07:51:00 PM,07/11/2014 07:51:00 PM,15 Waller St in Austin (TX),Wildlife,Normal,Other,Unknown,4 weeks,Bat,Brown/Black,,07/12/2014 09:12:00 AM,07/12/2014 09:12:00 AM,06/11/2014,Other,Unknown,4 weeks,Bat,Brown/Black,1.0
A796521,,06/02/2019 02:47:00 PM,06/02/2019 02:47:00 PM,4914 Canella in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,German Shepherd,Sable,,06/06/2019 05:23:00 PM,06/06/2019 05:23:00 PM,04/02/2019,Dog,Neutered Male,2 months,German Shepherd,Sable,0.0
A702913,Cleo,05/19/2015 11:00:00 AM,05/19/2015 11:00:00 AM,Del Valle (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Anatol Shepherd,Red,Cleo,05/25/2015 02:54:00 PM,05/25/2015 02:54:00 PM,02/25/2015,Dog,Spayed Female,2 months,Anatol Shepherd,Red,0.0
A723017,*Spotz,03/25/2016 11:18:00 AM,03/25/2016 11:18:00 AM,8038 Exchange Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Jack Russell Terrier Mix,White/Black,*Spotz,04/06/2016 03:25:00 PM,04/06/2016 03:25:00 PM,03/25/2015,Dog,Neutered Male,1 year,Jack Russell Terrier Mix,White/Black,0.0
A711251,,09/04/2015 12:23:00 PM,09/04/2015 12:23:00 PM,9323 Manchaca Rd in Austin (TX),Stray,Sick,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,,01/12/2016 09:33:00 AM,01/12/2016 09:33:00 AM,08/08/2015,Cat,Intact Female,5 months,Domestic Shorthair Mix,Brown Tabby,1.0
A735367,Romeo,09/23/2016 10:56:00 AM,09/23/2016 10:56:00 AM,12100 Metric Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,14 years,Jack Russell Terrier Mix,White/Black,Romeo,09/23/2016 06:53:00 PM,09/23/2016 06:53:00 PM,09/23/2002,Dog,Neutered Male,14 years,Jack Russell Terrier Mix,White/Black,0.0
A684486,Remy,07/24/2014 01:03:00 PM,07/24/2014 01:03:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White,Remy,07/27/2014 04:55:00 PM,07/27/2014 04:55:00 PM,04/09/2014,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White,0.0
A802904,Jackie,08/24/2019 01:07:00 PM,08/24/2019 01:07:00 PM,Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,German Shepherd,Black/White,Jackie,08/25/2019 03:12:00 PM,08/25/2019 03:12:00 PM,08/25/2012,Dog,Neutered Male,7 years,German Shepherd,Black/White,0.0
A762447,Lilly,11/20/2017 04:09:00 PM,11/20/2017 04:09:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Anatol Shepherd/Akita,Tan/White,Lilly,11/26/2017 06:31:00 PM,11/26/2017 06:31:00 PM,11/20/2015,Dog,Spayed Female,2 years,Anatol Shepherd/Akita,Tan/White,0.0
A726695,Molly,05/13/2016 12:39:00 PM,05/13/2016 12:39:00 PM,Austin (TX),Euthanasia Request,Normal,Cat,Intact Female,5 years,Domestic Shorthair Mix,Orange Tabby/White,Molly,06/26/2016 09:56:00 PM,06/26/2016 09:56:00 PM,05/13/2011,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Orange Tabby/White,0.0
A732792,Fifi,08/15/2016 01:05:00 PM,08/15/2016 01:05:00 PM,6201 Sneed Cove in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair Mix,Torbie,Fifi,12/30/2019 02:11:00 PM,12/30/2019 02:11:00 PM,06/10/2016,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Torbie,0.0
A767669,*Jude Paw,03/05/2018 11:39:00 AM,03/05/2018 11:39:00 AM,Pearce Road And Wolf Lane in Del Valle (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Chocolate/White,*Jude Paw,04/28/2018 05:39:00 PM,04/28/2018 05:39:00 PM,09/05/2016,Dog,Neutered Male,1 year,Pit Bull Mix,Chocolate/White,0.0
A730956,*Runtillo,07/13/2016 06:24:00 PM,07/13/2016 06:24:00 PM,Paseo De Presidente in Travis (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Orange Tabby,*Runtillo,08/28/2016 06:03:00 PM,08/28/2016 06:03:00 PM,06/19/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A749432,Dallas,05/15/2017 08:51:00 AM,05/15/2017 08:51:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown/Tan,Dallas,05/17/2017 03:59:00 PM,05/17/2017 03:59:00 PM,05/15/2014,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown/Tan,0.0
A797292,,06/11/2019 05:22:00 PM,06/11/2019 05:22:00 PM,6411 Lynch Lane in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair,Black,,06/11/2019 06:13:00 PM,06/11/2019 06:13:00 PM,05/27/2019,Cat,Unknown,2 weeks,Domestic Shorthair,Black,0.0
A665957,,10/25/2013 08:48:00 AM,10/25/2013 08:48:00 AM,4404 E Oltorf in Austin (TX),Stray,Sick,Dog,Intact Male,3 months,Pit Bull Mix,Blue/White,,10/25/2013 01:39:00 PM,10/25/2013 01:39:00 PM,07/24/2013,Dog,Intact Male,3 months,Pit Bull Mix,Blue/White,0.0
A761149,Viola,10/30/2017 12:39:00 PM,10/30/2017 12:39:00 PM,Mcneil And Ashton Woods in Travis (TX),Stray,Normal,Dog,Spayed Female,4 years,Siberian Husky Mix,Gray/White,Viola,11/02/2017 11:10:00 AM,11/02/2017 11:10:00 AM,03/30/2013,Dog,Spayed Female,4 years,Siberian Husky Mix,Gray/White,0.0
A793392,,04/24/2019 01:50:00 PM,04/24/2019 01:50:00 PM,11400 Concordia University in Austin (TX),Stray,Normal,Cat,Intact Male,2 days,Domestic Shorthair Mix,White/Black,,04/24/2019 09:37:00 PM,04/24/2019 09:37:00 PM,04/22/2019,Cat,Intact Male,2 days,Domestic Shorthair Mix,White/Black,0.0
A460458,Pablo,05/16/2017 09:03:00 AM,05/16/2017 09:03:00 AM,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Chocolate/White,Pablo,06/10/2017 01:30:00 PM,06/10/2017 01:30:00 PM,04/12/2007,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Chocolate/White,0.0
A805077,*Elena,09/22/2019 11:28:00 AM,09/22/2019 11:28:00 AM,19713 James Manor Street in Manor (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair,Brown Tabby,*Elena,10/14/2019 05:39:00 PM,10/14/2019 05:39:00 PM,07/22/2019,Cat,Spayed Female,2 months,Domestic Medium Hair,Brown Tabby,0.0
A769108,,03/30/2018 01:55:00 PM,03/30/2018 01:55:00 PM,6102 Langham in Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,Orange Tabby,,03/30/2018 05:03:00 PM,03/30/2018 05:03:00 PM,03/23/2018,Cat,Unknown,1 week,Domestic Shorthair Mix,Orange Tabby,0.0
A707067,,07/07/2015 01:19:00 PM,07/07/2015 01:19:00 PM,2800 Bartons Bluff in Austin (TX),Stray,Normal,Cat,Intact Female,4 years,Domestic Shorthair Mix,Black/White,,07/08/2015 09:00:00 AM,07/08/2015 09:00:00 AM,07/07/2011,Cat,Intact Female,4 years,Domestic Shorthair Mix,Black/White,0.0
A802178,,08/14/2019 06:50:00 PM,08/14/2019 06:50:00 PM,12836 Us-290 in Manor (TX),Stray,Nursing,Cat,Intact Female,3 weeks,Domestic Shorthair,Black,,10/02/2019 11:42:00 AM,10/02/2019 11:42:00 AM,07/23/2019,Cat,Spayed Female,2 months,Domestic Shorthair,Black,0.0
A778484,Newt,08/18/2018 11:51:00 AM,08/18/2018 11:51:00 AM,2384 Anken Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Cream Tabby/White,Newt,01/25/2019 09:36:00 AM,01/25/2019 09:36:00 AM,07/05/2018,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Cream Tabby/White,0.0
A773049,Scooby,05/26/2018 07:25:00 PM,05/26/2018 07:25:00 PM,304 E 7Th St in Austin (TX),Public Assist,Normal,Dog,Neutered Male,1 year,Rhod Ridgeback Mix,Tan,Scooby,07/20/2018 04:56:00 PM,07/20/2018 04:56:00 PM,03/26/2017,Dog,Neutered Male,1 year,Rhod Ridgeback Mix,Tan,0.0
A666479,*Ava,11/01/2013 06:43:00 PM,11/01/2013 06:43:00 PM,Silver Mine W 71 in Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,White/Orange,*Ava,01/06/2014 01:14:00 PM,01/06/2014 01:14:00 PM,10/10/2013,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Orange,0.0
A772488,,05/20/2018 12:21:00 PM,05/20/2018 12:21:00 PM,14Th Street And Alexander Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,6 years,Staffordshire Mix,Blue,,05/30/2018 07:05:00 PM,05/30/2018 07:05:00 PM,05/20/2012,Dog,Neutered Male,6 years,Staffordshire Mix,Blue,0.0
A586045,Shakira,12/28/2016 06:08:00 PM,12/28/2016 06:08:00 PM,1143 Airport in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,German Shepherd Mix,Brown/Tricolor,Shakira,12/29/2016 12:08:00 PM,12/29/2016 12:08:00 PM,02/08/2010,Dog,Spayed Female,6 years,German Shepherd Mix,Brown/Tricolor,0.0
A755147,,07/29/2017 03:27:00 PM,07/29/2017 03:27:00 PM,7902 Marble Ridge in Austin (TX),Stray,Normal,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,,07/29/2017 04:38:00 PM,07/29/2017 04:38:00 PM,07/14/2017,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby,0.0
A767855,Luna,03/08/2018 11:05:00 AM,03/08/2018 11:05:00 AM,William Cannon Drive And Mancacha in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White,Luna,03/08/2018 12:33:00 PM,03/08/2018 12:33:00 PM,03/08/2016,Dog,Intact Female,2 years,Pit Bull Mix,Black/White,0.0
A724564,*Phil,04/19/2016 12:41:00 PM,04/19/2016 12:41:00 PM,2101 Burton Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby,*Phil,05/21/2016 01:25:00 PM,05/21/2016 01:25:00 PM,03/07/2016,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A679931,*Salsa,05/28/2014 11:41:00 AM,05/28/2014 11:41:00 AM,9500 S. Chisholm Trail in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,*Salsa,07/12/2014 08:48:00 PM,07/12/2014 08:48:00 PM,04/21/2014,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,0.0
A710295,*Rza,12/14/2015 04:33:00 PM,12/14/2015 04:33:00 PM,1156 E. Cesar Chavez in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Chocolate/White,*Rza,12/24/2015 03:16:00 PM,12/24/2015 03:16:00 PM,08/20/2014,Dog,Neutered Male,1 year,Pit Bull Mix,Chocolate/White,0.0
A812705,Zorro,01/26/2020 05:27:00 PM,01/26/2020 05:27:00 PM,10907 Legends Lane in Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Miniature Schnauzer,Gray,Zorro,01/30/2020 05:59:00 PM,01/30/2020 05:59:00 PM,01/26/2018,Dog,Neutered Male,2 years,Miniature Schnauzer,Gray,0.0
A743643,,02/13/2017 11:17:00 PM,02/13/2017 11:17:00 PM,701 W 11Th St in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Bat Mix,Brown,,02/14/2017 07:47:00 AM,02/14/2017 07:47:00 AM,02/13/2016,Other,Unknown,1 year,Bat Mix,Brown,1.0
